==============================================
        支撑轴力迭代中间数据
        导出时间：2026/9/7 16:03:24
==============================================


LC  Iter   Obj(mm)     F1 (N)        F2 (N)        F3 (N)        F4 (N)        F5 (N)        F6 (N)      maxM (N*m)    minM (N*m)     maxQ (N)      minQ (N)
 8   142    3.4181  -3.1453e+005   4.7666e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4303e+006  -8.6377e+005   7.0134e+005  -3.9394e+005
 8   143    3.4181  -3.1453e+005   4.7666e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4303e+006  -8.6377e+005   7.0134e+005  -3.9394e+005
 8   144    3.4181  -3.1453e+005   4.7666e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4303e+006  -8.6377e+005   7.0134e+005  -3.9394e+005
 8   145    3.4181  -3.1453e+005   4.7666e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4303e+006  -8.6377e+005   7.0134e+005  -3.9394e+005
 8   146    3.4181  -3.1453e+005   4.7666e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4303e+006  -8.6377e+005   7.0134e+005  -3.9394e+005
 8   147    3.4181  -3.1453e+005   4.7666e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4303e+006  -8.6377e+005   7.0134e+005  -3.9394e+005
 8   148    3.4181  -3.1453e+005   4.7666e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4303e+006  -8.6377e+005   7.0134e+005  -3.9394e+005
 8   149    3.4181  -3.1453e+005   4.7666e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4303e+006  -8.6377e+005   7.0134e+005  -3.9394e+005
 8   150    3.4181  -3.1453e+005   4.7666e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4303e+006  -8.6377e+005   7.0134e+005  -3.9394e+005
 8   151    3.4181  -3.1453e+005   4.7666e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4303e+006  -8.6377e+005   7.0134e+005  -3.9394e+005
 8   152    3.4181  -3.1453e+005   4.7666e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4303e+006  -8.6377e+005   7.0134e+005  -3.9394e+005
 8   153    3.4181  -3.1453e+005   4.7666e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4303e+006  -8.6377e+005   7.0134e+005  -3.9394e+005
 8   154    3.4181  -3.1453e+005   4.7666e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4303e+006  -8.6377e+005   7.0134e+005  -3.9394e+005
 8   155    3.4181  -3.1453e+005   4.7666e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4303e+006  -8.6377e+005   7.0134e+005  -3.9394e+005
 8   156    3.4181  -3.1453e+005   4.7666e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4303e+006  -8.6377e+005   7.0134e+005  -3.9394e+005
 8   157    3.4181  -3.1453e+005   4.7666e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4303e+006  -8.6377e+005   7.0134e+005  -3.9394e+005
 8   158    3.4181  -3.1453e+005   4.7666e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4303e+006  -8.6377e+005   7.0134e+005  -3.9394e+005
 8   159    3.4181  -3.1453e+005   4.7666e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4303e+006  -8.6377e+005   7.0134e+005  -3.9394e+005
 8   160    3.4174  -3.1474e+005   4.7698e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4308e+006  -8.6383e+005   7.0144e+005  -3.9416e+005
 8   161    3.4174  -3.1474e+005   4.7698e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4308e+006  -8.6383e+005   7.0144e+005  -3.9416e+005
 8   162    3.4174  -3.1474e+005   4.7698e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4308e+006  -8.6383e+005   7.0144e+005  -3.9416e+005
 8   163    3.4174  -3.1474e+005   4.7698e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4308e+006  -8.6383e+005   7.0144e+005  -3.9416e+005
 8   164    3.4174  -3.1474e+005   4.7698e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4308e+006  -8.6383e+005   7.0144e+005  -3.9416e+005
 8   165    3.4174  -3.1474e+005   4.7698e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4308e+006  -8.6383e+005   7.0144e+005  -3.9416e+005
 8   166    3.4174  -3.1474e+005   4.7698e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4308e+006  -8.6383e+005   7.0144e+005  -3.9416e+005
 8   167    3.4174  -3.1474e+005   4.7698e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4308e+006  -8.6383e+005   7.0144e+005  -3.9416e+005
 8   168    3.4174  -3.1474e+005   4.7698e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4308e+006  -8.6383e+005   7.0144e+005  -3.9416e+005
 8   169    3.4174  -3.1474e+005   4.7698e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4308e+006  -8.6383e+005   7.0144e+005  -3.9416e+005
 8   170    3.4174  -3.1474e+005   4.7698e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4308e+006  -8.6383e+005   7.0144e+005  -3.9416e+005
 8   171    3.4174  -3.1474e+005   4.7698e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4308e+006  -8.6383e+005   7.0144e+005  -3.9416e+005
 8   172    3.4174  -3.1474e+005   4.7698e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4308e+006  -8.6383e+005   7.0144e+005  -3.9416e+005
 8   173    3.4174  -3.1474e+005   4.7698e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4308e+006  -8.6383e+005   7.0144e+005  -3.9416e+005
 8   174    3.4174  -3.1474e+005   4.7698e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4308e+006  -8.6383e+005   7.0144e+005  -3.9416e+005
 8   175    3.4174  -3.1474e+005   4.7698e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4308e+006  -8.6383e+005   7.0144e+005  -3.9416e+005
 8   176    3.4174  -3.1474e+005   4.7698e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4308e+006  -8.6383e+005   7.0144e+005  -3.9416e+005
 8   177    3.4174  -3.1475e+005   4.7699e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4309e+006  -8.6384e+005   7.0144e+005  -3.9416e+005
 8   178    3.4174  -3.1475e+005   4.7699e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4309e+006  -8.6384e+005   7.0144e+005  -3.9416e+005
 8   179    3.4174  -3.1475e+005   4.7699e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4309e+006  -8.6384e+005   7.0144e+005  -3.9416e+005
 8   180    3.4174  -3.1474e+005   4.7698e+005   8.3333e+005   0.0000e+000   0.0000e+000   0.0000e+000   1.4308e+006  -8.6383e+005   7.0144e+005  -3.9416e+005
 9   181    2.4353  -9.7483e+004   2.1344e+005   3.5587e+005   7.6301e+005   0.0000e+000   0.0000e+000   7.3447e+005  -5.4354e+005   5.4758e+005  -1.9514e+005
 9   182    2.4353  -9.7483e+004   2.1344e+005   3.5587e+005   7.6301e+005   0.0000e+000   0.0000e+000   7.3447e+005  -5.4354e+005   5.4758e+005  -1.9514e+005
 9   183    2.4353  -9.7483e+004   2.1344e+005   3.5587e+005   7.6301e+005   0.0000e+000   0.0000e+000   7.3447e+005  -5.4354e+005   5.4758e+005  -1.9514e+005
 9   184    2.4353  -9.7483e+004   2.1344e+005   3.5587e+005   7.6301e+005   0.0000e+000   0.0000e+000   7.3447e+005  -5.4354e+005   5.4758e+005  -1.9514e+005
 9   185    2.4353  -9.7483e+004   2.1344e+005   3.5587e+005   7.6301e+005   0.0000e+000   0.0000e+000   7.3447e+005  -5.4354e+005   5.4758e+005  -1.9514e+005
 9   186    2.4353  -9.7483e+004   2.1344e+005   3.5587e+005   7.6301e+005   0.0000e+000   0.0000e+000   7.3447e+005  -5.4354e+005   5.4758e+005  -1.9514e+005
 9   187    2.3254  -4.9732e+004   1.2822e+005   3.1767e+005   8.8159e+005   0.0000e+000   0.0000e+000   9.4704e+005  -5.5736e+005   5.9049e+005  -2.7080e+005
 9   188    2.3254  -4.9732e+004   1.2822e+005   3.1767e+005   8.8159e+005   0.0000e+000   0.0000e+000   9.4704e+005  -5.5736e+005   5.9049e+005  -2.7080e+005
 9   189    2.3254  -4.9732e+004   1.2822e+005   3.1767e+005   8.8159e+005   0.0000e+000   0.0000e+000   9.4704e+005  -5.5736e+005   5.9049e+005  -2.7080e+005
 9   190    2.3254  -4.9732e+004   1.2822e+005   3.1767e+005   8.8159e+005   0.0000e+000   0.0000e+000   9.4704e+005  -5.5736e+005   5.9049e+005  -2.7080e+005
 9   191    2.3254  -4.9732e+004   1.2822e+005   3.1767e+005   8.8159e+005   0.0000e+000   0.0000e+000   9.4704e+005  -5.5736e+005   5.9049e+005  -2.7080e+005
 9   192    2.3254  -4.9732e+004   1.2822e+005   3.1767e+005   8.8159e+005   0.0000e+000   0.0000e+000   9.4704e+005  -5.5736e+005   5.9049e+005  -2.7080e+005
 9   193    2.3254  -4.9732e+004   1.2822e+005   3.1767e+005   8.8159e+005   0.0000e+000   0.0000e+000   9.4704e+005  -5.5736e+005   5.9049e+005  -2.7080e+005
 9   194    2.2881  -5.3426e+004   1.5491e+005   2.5747e+005   9.3564e+005   0.0000e+000   0.0000e+000   1.0236e+006  -5.6847e+005   6.0733e+005  -3.0801e+005
 9   195    2.2881  -5.3426e+004   1.5491e+005   2.5747e+005   9.3564e+005   0.0000e+000   0.0000e+000   1.0236e+006  -5.6847e+005   6.0733e+005  -3.0801e+005
 9   196    2.2881  -5.3426e+004   1.5491e+005   2.5747e+005   9.3564e+005   0.0000e+000   0.0000e+000   1.0236e+006  -5.6847e+005   6.0733e+005  -3.0801e+005
 9   197    2.2638  -5.3391e+004   1.8014e+005   1.6667e+005   1.0371e+006   0.0000e+000   0.0000e+000   1.1826e+006  -5.9650e+005   6.4321e+005  -3.7355e+005
 9   198    2.2638  -5.3391e+004   1.8014e+005   1.6667e+005   1.0371e+006   0.0000e+000   0.0000e+000   1.1826e+006  -5.9650e+005   6.4321e+005  -3.7355e+005
 9   199    2.1961  -2.5186e+004   1.2732e+005   1.6667e+005   1.0708e+006   0.0000e+000   0.0000e+000   1.2421e+006  -5.9208e+005   6.5235e+005  -3.9816e+005
 9   200    2.1961  -2.5186e+004   1.2732e+005   1.6667e+005   1.0708e+006   0.0000e+000   0.0000e+000   1.2421e+006  -5.9208e+005   6.5235e+005  -3.9816e+005
 9   201    2.1961  -2.5186e+004   1.2732e+005   1.6667e+005   1.0708e+006   0.0000e+000   0.0000e+000   1.2421e+006  -5.9208e+005   6.5235e+005  -3.9816e+005
 9   202    2.1961  -2.5186e+004   1.2732e+005   1.6667e+005   1.0708e+006   0.0000e+000   0.0000e+000   1.2421e+006  -5.9208e+005   6.5235e+005  -3.9816e+005
 9   203    2.1961  -2.5186e+004   1.2732e+005   1.6667e+005   1.0708e+006   0.0000e+000   0.0000e+000   1.2421e+006  -5.9208e+005   6.5235e+005  -3.9816e+005
 9   204    2.1961  -2.5186e+004   1.2732e+005   1.6667e+005   1.0708e+006   0.0000e+000   0.0000e+000   1.2421e+006  -5.9208e+005   6.5235e+005  -3.9816e+005
 9   205    2.1961  -2.5186e+004   1.2732e+005   1.6667e+005   1.0708e+006   0.0000e+000   0.0000e+000   1.2421e+006  -5.9208e+005   6.5235e+005  -3.9816e+005
 9   206    2.1961  -2.5186e+004   1.2732e+005   1.6667e+005   1.0708e+006   0.0000e+000   0.0000e+000   1.2421e+006  -5.9208e+005   6.5235e+005  -3.9816e+005
 9   207    2.1961  -2.5186e+004   1.2732e+005   1.6667e+005   1.0708e+006   0.0000e+000   0.0000e+000   1.2421e+006  -5.9208e+005   6.5235e+005  -3.9816e+005
 9   208    2.1958  -5.4901e+003   9.5396e+004   1.6667e+005   1.0799e+006   0.0000e+000   0.0000e+000   1.2489e+006  -5.7640e+005   6.4921e+005  -4.1039e+005
 9   209    2.1958  -5.4901e+003   9.5396e+004   1.6667e+005   1.0799e+006   0.0000e+000   0.0000e+000   1.2489e+006  -5.7640e+005   6.4921e+005  -4.1039e+005
 9   210    2.1939  -5.8904e+003   9.5396e+004   1.6667e+005   1.0816e+006   0.0000e+000   0.0000e+000   1.2533e+006  -5.7837e+005   6.5052e+005  -4.1079e+005
 9   211    2.1898  -6.7103e+003   9.5396e+004   1.6667e+005   1.0851e+006   0.0000e+000   0.0000e+000   1.2623e+006  -5.8240e+005   6.5320e+005  -4.1161e+005
 9   212    2.1869  -7.3070e+003   9.5396e+004   1.6667e+005   1.0877e+006   0.0000e+000   0.0000e+000   1.2689e+006  -5.8533e+005   6.5516e+005  -4.1220e+005
 9   213    2.1847  -7.7380e+003   9.5396e+004   1.6667e+005   1.0895e+006   0.0000e+000   0.0000e+000   1.2736e+006  -5.8745e+005   6.5656e+005  -4.1264e+005
 9   214    2.1832  -8.0468e+003   9.5396e+004   1.6667e+005   1.0908e+006   0.0000e+000   0.0000e+000   1.2770e+006  -5.8897e+005   6.5757e+005  -4.1294e+005
 9   215    2.1821  -8.2664e+003   9.5396e+004   1.6667e+005   1.0918e+006   0.0000e+000   0.0000e+000   1.2794e+006  -5.9005e+005   6.5829e+005  -4.1316e+005
 9   216    2.1814  -8.4214e+003   9.5396e+004   1.6667e+005   1.0924e+006   0.0000e+000   0.0000e+000   1.2811e+006  -5.9081e+005   6.5880e+005  -4.1332e+005
 9   217    2.1769  -9.4446e+003   9.5396e+004   1.6667e+005   1.0968e+006   0.0000e+000   0.0000e+000   1.2924e+006  -5.9584e+005   6.6214e+005  -4.1434e+005
 9   218    2.1769  -9.4446e+003   9.5396e+004   1.6667e+005   1.0968e+006   0.0000e+000   0.0000e+000   1.2924e+006  -5.9584e+005   6.6214e+005  -4.1434e+005
 9   219    2.1769  -9.4446e+003   9.5396e+004   1.6667e+005   1.0968e+006   0.0000e+000   0.0000e+000   1.2924e+006  -5.9584e+005   6.6214e+005  -4.1434e+005
 9   220    2.1769  -9.4446e+003   9.5396e+004   1.6667e+005   1.0968e+006   0.0000e+000   0.0000e+000   1.2924e+006  -5.9584e+005   6.6214e+005  -4.1434e+005
 9   221    2.1769  -9.4446e+003   9.5396e+004   1.6667e+005   1.0968e+006   0.0000e+000   0.0000e+000   1.2924e+006  -5.9584e+005   6.6214e+005  -4.1434e+005
 9   222    2.1769  -9.5156e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2932e+006  -5.9619e+005   6.6238e+005  -4.1441e+005
 9   223    2.1769  -9.5156e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2932e+006  -5.9619e+005   6.6238e+005  -4.1441e+005
 9   224    2.1769  -9.5156e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2932e+006  -5.9619e+005   6.6238e+005  -4.1441e+005
 9   225    2.1769  -9.5156e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2932e+006  -5.9619e+005   6.6238e+005  -4.1441e+005
 9   226    2.1769  -9.5156e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2932e+006  -5.9619e+005   6.6238e+005  -4.1441e+005
 9   227    2.1769  -9.5156e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2932e+006  -5.9619e+005   6.6238e+005  -4.1441e+005
 9   228    2.1769  -9.5156e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2932e+006  -5.9619e+005   6.6238e+005  -4.1441e+005
 9   229    2.1769  -9.5156e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2932e+006  -5.9619e+005   6.6238e+005  -4.1441e+005
 9   230    2.1769  -9.5156e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2932e+006  -5.9619e+005   6.6238e+005  -4.1441e+005
 9   231    2.1768  -9.5149e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2932e+006  -5.9618e+005   6.6237e+005  -4.1441e+005
 9   232    2.1768  -9.5149e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2932e+006  -5.9618e+005   6.6237e+005  -4.1441e+005
 9   233    2.1768  -9.5149e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2932e+006  -5.9618e+005   6.6237e+005  -4.1441e+005
 9   234    2.1768  -9.5149e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2932e+006  -5.9618e+005   6.6237e+005  -4.1441e+005
 9   235    2.1768  -9.5149e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2932e+006  -5.9618e+005   6.6237e+005  -4.1441e+005
 9   236    2.1768  -9.5149e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2932e+006  -5.9618e+005   6.6237e+005  -4.1441e+005
 9   237    2.1768  -9.5149e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2932e+006  -5.9618e+005   6.6237e+005  -4.1441e+005
 9   238    2.1768  -9.4664e+003   9.5396e+004   1.6667e+005   1.0969e+006   0.0000e+000   0.0000e+000   1.2926e+006  -5.9594e+005   6.6222e+005  -4.1436e+005
 9   239    2.1768  -9.4664e+003   9.5396e+004   1.6667e+005   1.0969e+006   0.0000e+000   0.0000e+000   1.2926e+006  -5.9594e+005   6.6222e+005  -4.1436e+005
 9   240    2.1768  -9.4664e+003   9.5396e+004   1.6667e+005   1.0969e+006   0.0000e+000   0.0000e+000   1.2926e+006  -5.9594e+005   6.6222e+005  -4.1436e+005
 9   241    2.1768  -9.4664e+003   9.5396e+004   1.6667e+005   1.0969e+006   0.0000e+000   0.0000e+000   1.2926e+006  -5.9594e+005   6.6222e+005  -4.1436e+005
 9   242    2.1768  -9.4664e+003   9.5396e+004   1.6667e+005   1.0969e+006   0.0000e+000   0.0000e+000   1.2926e+006  -5.9594e+005   6.6222e+005  -4.1436e+005
 9   243    2.1768  -9.4664e+003   9.5396e+004   1.6667e+005   1.0969e+006   0.0000e+000   0.0000e+000   1.2926e+006  -5.9594e+005   6.6222e+005  -4.1436e+005
 9   244    2.1768  -9.4664e+003   9.5396e+004   1.6667e+005   1.0969e+006   0.0000e+000   0.0000e+000   1.2926e+006  -5.9594e+005   6.6222e+005  -4.1436e+005
 9   245    2.1768  -9.4694e+003   9.5396e+004   1.6667e+005   1.0969e+006   0.0000e+000   0.0000e+000   1.2927e+006  -5.9596e+005   6.6223e+005  -4.1437e+005
 9   246    2.1767  -9.5053e+003   9.5396e+004   1.6667e+005   1.0970e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9613e+005   6.6234e+005  -4.1440e+005
 9   247    2.1767  -9.5053e+003   9.5396e+004   1.6667e+005   1.0970e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9613e+005   6.6234e+005  -4.1440e+005
 9   248    2.1767  -9.5053e+003   9.5396e+004   1.6667e+005   1.0970e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9613e+005   6.6234e+005  -4.1440e+005
 9   249    2.1767  -9.5053e+003   9.5396e+004   1.6667e+005   1.0970e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9613e+005   6.6234e+005  -4.1440e+005
 9   250    2.1767  -9.5054e+003   9.5396e+004   1.6667e+005   1.0970e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9614e+005   6.6234e+005  -4.1440e+005
 9   251    2.1767  -9.5054e+003   9.5396e+004   1.6667e+005   1.0970e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9614e+005   6.6234e+005  -4.1440e+005
 9   252    2.1766  -9.5094e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9615e+005   6.6236e+005  -4.1441e+005
 9   253    2.1766  -9.5094e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9615e+005   6.6236e+005  -4.1441e+005
 9   254    2.1766  -9.5094e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9615e+005   6.6236e+005  -4.1441e+005
 9   255    2.1766  -9.5094e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9615e+005   6.6236e+005  -4.1441e+005
 9   256    2.1766  -9.5094e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9615e+005   6.6236e+005  -4.1441e+005
 9   257    2.1766  -9.5106e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9616e+005   6.6236e+005  -4.1441e+005
 9   258    2.1766  -9.5106e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9616e+005   6.6236e+005  -4.1441e+005
 9   259    2.1766  -9.5115e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9616e+005   6.6236e+005  -4.1441e+005
 9   260    2.1766  -9.5115e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9616e+005   6.6236e+005  -4.1441e+005
 9   261    2.1766  -9.5115e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9616e+005   6.6236e+005  -4.1441e+005
 9   262    2.1766  -9.5115e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9616e+005   6.6236e+005  -4.1441e+005
 9   263    2.1766  -9.5116e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9617e+005   6.6236e+005  -4.1441e+005
 9   264    2.1766  -9.5116e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9617e+005   6.6236e+005  -4.1441e+005
 9   265    2.1766  -9.5116e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9617e+005   6.6236e+005  -4.1441e+005
 9   266    2.1766  -9.5116e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9617e+005   6.6236e+005  -4.1441e+005
 9   267    2.1766  -9.5116e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9617e+005   6.6236e+005  -4.1441e+005
 9   268    2.1766  -9.5117e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9617e+005   6.6236e+005  -4.1441e+005
 9   269    2.1766  -9.5117e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9617e+005   6.6236e+005  -4.1441e+005
 9   270    2.1766  -9.5117e+003   9.5396e+004   1.6667e+005   1.0971e+006   0.0000e+000   0.0000e+000   1.2931e+006  -5.9617e+005   6.6236e+005  -4.1441e+005
10   271    4.7559  -2.9842e+005   5.9475e+005   1.2742e+005   1.0325e+006   0.0000e+000   0.0000e+000   1.3145e+006  -1.0770e+006   7.6903e+005  -3.7783e+005
10   272    4.7559  -2.9842e+005   5.9475e+005   1.2742e+005   1.0325e+006   0.0000e+000   0.0000e+000   1.3145e+006  -1.0770e+006   7.6903e+005  -3.7783e+005
10   273    4.7559  -2.9842e+005   5.9475e+005   1.2742e+005   1.0325e+006   0.0000e+000   0.0000e+000   1.3145e+006  -1.0770e+006   7.6903e+005  -3.7783e+005
10   274    4.7559  -2.9842e+005   5.9475e+005   1.2742e+005   1.0325e+006   0.0000e+000   0.0000e+000   1.3145e+006  -1.0770e+006   7.6903e+005  -3.7783e+005
10   275    4.7559  -2.9842e+005   5.9475e+005   1.2742e+005   1.0325e+006   0.0000e+000   0.0000e+000   1.3145e+006  -1.0770e+006   7.6903e+005  -3.7783e+005
10   276    4.7559  -2.9842e+005   5.9475e+005   1.2742e+005   1.0325e+006   0.0000e+000   0.0000e+000   1.3145e+006  -1.0770e+006   7.6903e+005  -3.7783e+005
10   277    4.7559  -2.9842e+005   5.9475e+005   1.2742e+005   1.0325e+006   0.0000e+000   0.0000e+000   1.3145e+006  -1.0770e+006   7.6903e+005  -3.7783e+005
10   278    4.7559  -2.9842e+005   5.9475e+005   1.2742e+005   1.0325e+006   0.0000e+000   0.0000e+000   1.3145e+006  -1.0770e+006   7.6903e+005  -3.7783e+005
10   279    4.7559  -2.9842e+005   5.9475e+005   1.2742e+005   1.0325e+006   0.0000e+000   0.0000e+000   1.3145e+006  -1.0770e+006   7.6903e+005  -3.7783e+005
10   280    4.7559  -2.9842e+005   5.9475e+005   1.2742e+005   1.0325e+006   0.0000e+000   0.0000e+000   1.3145e+006  -1.0770e+006   7.6903e+005  -3.7783e+005
10   281    4.7559  -2.9842e+005   5.9475e+005   1.2742e+005   1.0325e+006   0.0000e+000   0.0000e+000   1.3145e+006  -1.0770e+006   7.6903e+005  -3.7783e+005
10   282    4.7559  -2.9842e+005   5.9475e+005   1.2742e+005   1.0325e+006   0.0000e+000   0.0000e+000   1.3145e+006  -1.0770e+006   7.6903e+005  -3.7783e+005
10   283    4.7559  -2.9842e+005   5.9475e+005   1.2742e+005   1.0325e+006   0.0000e+000   0.0000e+000   1.3145e+006  -1.0770e+006   7.6903e+005  -3.7783e+005
10   284    4.7559  -2.9842e+005   5.9475e+005   1.2742e+005   1.0325e+006   0.0000e+000   0.0000e+000   1.3145e+006  -1.0770e+006   7.6903e+005  -3.7783e+005
10   285    4.7559  -2.9842e+005   5.9475e+005   1.2742e+005   1.0325e+006   0.0000e+000   0.0000e+000   1.3145e+006  -1.0770e+006   7.6903e+005  -3.7783e+005
10   286    4.7559  -2.9842e+005   5.9475e+005   1.2742e+005   1.0325e+006   0.0000e+000   0.0000e+000   1.3145e+006  -1.0770e+006   7.6903e+005  -3.7783e+005
10   287    4.7559  -2.9842e+005   5.9475e+005   1.2742e+005   1.0325e+006   0.0000e+000   0.0000e+000   1.3145e+006  -1.0770e+006   7.6903e+005  -3.7783e+005
10   288    4.7559  -2.9842e+005   5.9475e+005   1.2742e+005   1.0325e+006   0.0000e+000   0.0000e+000   1.3145e+006  -1.0770e+006   7.6903e+005  -3.7783e+005
10   289    4.7559  -2.9842e+005   5.9475e+005   1.2742e+005   1.0325e+006   0.0000e+000   0.0000e+000   1.3145e+006  -1.0770e+006   7.6903e+005  -3.7783e+005
10   290    4.7559  -2.9842e+005   5.9475e+005   1.2742e+005   1.0325e+006   0.0000e+000   0.0000e+000   1.3145e+006  -1.0770e+006   7.6903e+005  -3.7783e+005
