==============================================
        支撑轴力迭代中间数据
        导出时间：2026/9/7 16:03:24
==============================================


LC  Iter   Obj(mm)     F1 (N)        F2 (N)        F3 (N)        F4 (N)        F5 (N)        F6 (N)      maxM (N*m)    minM (N*m)     maxQ (N)      minQ (N)
10   291    4.7559  -2.9842e+005   5.9475e+005   1.2742e+005   1.0325e+006   0.0000e+000   0.0000e+000   1.3145e+006  -1.0770e+006   7.6903e+005  -3.7783e+005
10   292    4.5646  -2.4269e+005   5.1903e+005   5.0000e+004   1.1588e+006   0.0000e+000   0.0000e+000   1.3243e+006  -1.0530e+006   7.9785e+005  -3.4062e+005
10   293    4.5646  -2.4269e+005   5.1903e+005   5.0000e+004   1.1588e+006   0.0000e+000   0.0000e+000   1.3243e+006  -1.0530e+006   7.9785e+005  -3.4062e+005
10   294    4.5646  -2.4269e+005   5.1903e+005   5.0000e+004   1.1588e+006   0.0000e+000   0.0000e+000   1.3243e+006  -1.0530e+006   7.9785e+005  -3.4062e+005
10   295    4.5646  -2.4269e+005   5.1903e+005   5.0000e+004   1.1588e+006   0.0000e+000   0.0000e+000   1.3243e+006  -1.0530e+006   7.9785e+005  -3.4062e+005
10   296    4.5415  -2.8150e+005   5.8300e+005   5.0000e+004   1.1348e+006   0.0000e+000   0.0000e+000   1.3035e+006  -1.0787e+006   7.9901e+005  -3.6092e+005
10   297    4.5415  -2.8150e+005   5.8300e+005   5.0000e+004   1.1348e+006   0.0000e+000   0.0000e+000   1.3035e+006  -1.0787e+006   7.9901e+005  -3.6092e+005
10   298    4.5415  -2.8150e+005   5.8300e+005   5.0000e+004   1.1348e+006   0.0000e+000   0.0000e+000   1.3035e+006  -1.0787e+006   7.9901e+005  -3.6092e+005
10   299    4.5415  -2.8150e+005   5.8300e+005   5.0000e+004   1.1348e+006   0.0000e+000   0.0000e+000   1.3035e+006  -1.0787e+006   7.9901e+005  -3.6092e+005
10   300    4.5415  -2.8150e+005   5.8300e+005   5.0000e+004   1.1348e+006   0.0000e+000   0.0000e+000   1.3035e+006  -1.0787e+006   7.9901e+005  -3.6092e+005
10   301    4.5415  -2.8150e+005   5.8300e+005   5.0000e+004   1.1348e+006   0.0000e+000   0.0000e+000   1.3035e+006  -1.0787e+006   7.9901e+005  -3.6092e+005
10   302    4.5415  -2.8150e+005   5.8300e+005   5.0000e+004   1.1348e+006   0.0000e+000   0.0000e+000   1.3035e+006  -1.0787e+006   7.9901e+005  -3.6092e+005
10   303    4.5415  -2.8150e+005   5.8300e+005   5.0000e+004   1.1348e+006   0.0000e+000   0.0000e+000   1.3035e+006  -1.0787e+006   7.9901e+005  -3.6092e+005
10   304    4.4941  -2.6595e+005   5.3911e+005   7.0085e+004   1.1539e+006   0.0000e+000   0.0000e+000   1.3653e+006  -1.0845e+006   8.0993e+005  -3.4536e+005
10   305    4.4644  -2.4178e+005   4.9094e+005   8.4368e+004   1.1647e+006   0.0000e+000   0.0000e+000   1.3838e+006  -1.0735e+006   8.1092e+005  -3.3343e+005
10   306    4.4638  -2.2472e+005   4.5695e+005   9.4445e+004   1.1722e+006   0.0000e+000   0.0000e+000   1.3968e+006  -1.0658e+006   8.1162e+005  -3.4029e+005
10   307    4.4634  -2.1279e+005   4.3316e+005   1.0150e+005   1.1775e+006   0.0000e+000   0.0000e+000   1.4059e+006  -1.0604e+006   8.1211e+005  -3.4509e+005
10   308    4.4631  -2.0450e+005   4.1664e+005   1.0640e+005   1.1812e+006   0.0000e+000   0.0000e+000   1.4122e+006  -1.0566e+006   8.1245e+005  -3.4842e+005
10   309    4.4631  -1.9879e+005   4.0526e+005   1.0977e+005   1.1837e+006   0.0000e+000   0.0000e+000   1.4166e+006  -1.0540e+006   8.1268e+005  -3.5071e+005
10   310    4.4631  -1.9488e+005   3.9748e+005   1.1208e+005   1.1854e+006   0.0000e+000   0.0000e+000   1.4196e+006  -1.0522e+006   8.1284e+005  -3.5228e+005
10   311    4.4631  -1.9224e+005   3.9221e+005   1.1364e+005   1.1866e+006   0.0000e+000   0.0000e+000   1.4216e+006  -1.0510e+006   8.1295e+005  -3.5334e+005
10   312    4.4631  -1.9046e+005   3.8867e+005   1.1469e+005   1.1874e+006   0.0000e+000   0.0000e+000   1.4229e+006  -1.0502e+006   8.1302e+005  -3.5406e+005
10   313    4.4631  -1.8927e+005   3.8631e+005   1.1539e+005   1.1879e+006   0.0000e+000   0.0000e+000   1.4239e+006  -1.0497e+006   8.1307e+005  -3.5454e+005
10   314    4.4631  -1.8849e+005   3.8474e+005   1.1586e+005   1.1883e+006   0.0000e+000   0.0000e+000   1.4244e+006  -1.0493e+006   8.1310e+005  -3.5485e+005
10   315    4.4631  -1.8798e+005   3.8372e+005   1.1616e+005   1.1885e+006   0.0000e+000   0.0000e+000   1.4248e+006  -1.0491e+006   8.1313e+005  -3.5506e+005
10   316    4.4631  -1.8764e+005   3.8306e+005   1.1636e+005   1.1886e+006   0.0000e+000   0.0000e+000   1.4251e+006  -1.0489e+006   8.1314e+005  -3.5519e+005
10   317    4.4631  -1.8743e+005   3.8263e+005   1.1648e+005   1.1887e+006   0.0000e+000   0.0000e+000   1.4253e+006  -1.0488e+006   8.1315e+005  -3.5528e+005
10   318    4.4631  -1.8729e+005   3.8235e+005   1.1657e+005   1.1888e+006   0.0000e+000   0.0000e+000   1.4254e+006  -1.0488e+006   8.1315e+005  -3.5533e+005
10   319    4.4631  -1.8720e+005   3.8218e+005   1.1662e+005   1.1888e+006   0.0000e+000   0.0000e+000   1.4254e+006  -1.0487e+006   8.1316e+005  -3.5537e+005
10   320    4.4631  -1.8715e+005   3.8207e+005   1.1665e+005   1.1888e+006   0.0000e+000   0.0000e+000   1.4255e+006  -1.0487e+006   8.1316e+005  -3.5539e+005
10   321    4.4631  -1.8711e+005   3.8200e+005   1.1667e+005   1.1889e+006   0.0000e+000   0.0000e+000   1.4255e+006  -1.0487e+006   8.1316e+005  -3.5540e+005
10   322    4.4631  -1.8709e+005   3.8196e+005   1.1668e+005   1.1889e+006   0.0000e+000   0.0000e+000   1.4255e+006  -1.0487e+006   8.1316e+005  -3.5541e+005
10   323    4.4631  -1.8708e+005   3.8193e+005   1.1669e+005   1.1889e+006   0.0000e+000   0.0000e+000   1.4255e+006  -1.0487e+006   8.1316e+005  -3.5542e+005
10   324    4.4631  -1.8707e+005   3.8192e+005   1.1669e+005   1.1889e+006   0.0000e+000   0.0000e+000   1.4255e+006  -1.0487e+006   8.1316e+005  -3.5542e+005
10   325    4.1583  -3.5184e+004   7.9960e+004   1.3882e+005   1.3680e+006   0.0000e+000   0.0000e+000   1.7866e+006  -1.0220e+006   8.6435e+005  -4.8336e+005
10   326    4.1583  -3.5184e+004   7.9960e+004   1.3882e+005   1.3680e+006   0.0000e+000   0.0000e+000   1.7866e+006  -1.0220e+006   8.6435e+005  -4.8336e+005
10   327    4.1583  -3.5184e+004   7.9960e+004   1.3882e+005   1.3680e+006   0.0000e+000   0.0000e+000   1.7866e+006  -1.0220e+006   8.6435e+005  -4.8336e+005
10   328    4.1583  -3.5184e+004   7.9960e+004   1.3882e+005   1.3680e+006   0.0000e+000   0.0000e+000   1.7866e+006  -1.0220e+006   8.6435e+005  -4.8336e+005
10   329    4.1583  -3.5184e+004   7.9960e+004   1.3882e+005   1.3680e+006   0.0000e+000   0.0000e+000   1.7866e+006  -1.0220e+006   8.6435e+005  -4.8336e+005
10   330    4.1583  -3.5184e+004   7.9960e+004   1.3882e+005   1.3680e+006   0.0000e+000   0.0000e+000   1.7866e+006  -1.0220e+006   8.6435e+005  -4.8336e+005
10   331    4.0766  -4.7795e+004   7.8501e+004   1.6557e+005   1.3680e+006   0.0000e+000   0.0000e+000   1.8366e+006  -1.0518e+006   8.7704e+005  -4.7069e+005
10   332    3.9334  -8.3620e+003   5.0000e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0299e+006  -1.0433e+006   9.0438e+005  -5.7532e+005
10   333    3.9334  -8.3620e+003   5.0000e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0299e+006  -1.0433e+006   9.0438e+005  -5.7532e+005
10   334    3.9274  -2.0414e+004   6.6720e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0454e+006  -1.0570e+006   9.0905e+005  -5.7065e+005
10   335    3.9213  -1.3543e+004   5.7188e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0366e+006  -1.0492e+006   9.0638e+005  -5.7332e+005
10   336    3.9108  -1.8305e+004   6.3795e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0427e+006  -1.0546e+006   9.0823e+005  -5.7147e+005
10   337    3.9108  -1.8305e+004   6.3795e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0427e+006  -1.0546e+006   9.0823e+005  -5.7147e+005
10   338    3.9096  -1.8867e+004   6.4574e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0435e+006  -1.0553e+006   9.0845e+005  -5.7125e+005
10   339    3.9088  -1.9247e+004   6.5101e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0439e+006  -1.0557e+006   9.0859e+005  -5.7111e+005
10   340    3.9088  -1.9247e+004   6.5101e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0439e+006  -1.0557e+006   9.0859e+005  -5.7111e+005
10   341    3.9088  -1.9247e+004   6.5101e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0439e+006  -1.0557e+006   9.0859e+005  -5.7111e+005
10   342    3.9088  -1.9247e+004   6.5101e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0439e+006  -1.0557e+006   9.0859e+005  -5.7111e+005
10   343    3.9088  -1.9247e+004   6.5101e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0439e+006  -1.0557e+006   9.0859e+005  -5.7111e+005
10   344    3.9088  -1.9247e+004   6.5101e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0439e+006  -1.0557e+006   9.0859e+005  -5.7111e+005
10   345    3.9088  -1.9247e+004   6.5101e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0439e+006  -1.0557e+006   9.0859e+005  -5.7111e+005
10   346    3.9088  -1.9247e+004   6.5101e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0439e+006  -1.0557e+006   9.0859e+005  -5.7111e+005
10   347    3.9085  -1.9349e+004   6.5243e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0441e+006  -1.0558e+006   9.0863e+005  -5.7107e+005
10   348    3.9085  -1.9349e+004   6.5243e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0441e+006  -1.0558e+006   9.0863e+005  -5.7107e+005
10   349    3.9085  -1.9386e+004   6.5293e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0441e+006  -1.0559e+006   9.0865e+005  -5.7105e+005
10   350    3.9085  -1.9386e+004   6.5293e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0441e+006  -1.0559e+006   9.0865e+005  -5.7105e+005
10   351    3.9085  -1.9386e+004   6.5293e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0441e+006  -1.0559e+006   9.0865e+005  -5.7105e+005
10   352    3.9085  -1.9386e+004   6.5293e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0441e+006  -1.0559e+006   9.0865e+005  -5.7105e+005
10   353    3.9085  -1.9386e+004   6.5293e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0441e+006  -1.0559e+006   9.0865e+005  -5.7105e+005
10   354    3.9082  -1.9502e+004   6.5455e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0443e+006  -1.0560e+006   9.0869e+005  -5.7101e+005
10   355    3.9082  -1.9502e+004   6.5455e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0443e+006  -1.0560e+006   9.0869e+005  -5.7101e+005
10   356    3.9082  -1.9502e+004   6.5455e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0443e+006  -1.0560e+006   9.0869e+005  -5.7101e+005
10   357    3.9082  -1.9502e+004   6.5455e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0443e+006  -1.0560e+006   9.0869e+005  -5.7101e+005
10   358    3.9082  -1.9502e+004   6.5455e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0443e+006  -1.0560e+006   9.0869e+005  -5.7101e+005
10   359    3.9082  -1.9502e+004   6.5455e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0443e+006  -1.0560e+006   9.0869e+005  -5.7101e+005
10   360    3.9082  -1.9502e+004   6.5455e+004   5.0000e+004   1.5000e+006   0.0000e+000   0.0000e+000   2.0443e+006  -1.0560e+006   9.0869e+005  -5.7101e+005
11   361    3.7457   6.7769e+004   5.0000e+004   5.0000e+004   1.0384e+006   4.3843e+005   0.0000e+000   1.1925e+006  -7.4287e+005   5.1892e+005  -4.9919e+005
11   362    3.7457   6.7769e+004   5.0000e+004   5.0000e+004   1.0384e+006   4.3843e+005   0.0000e+000   1.1925e+006  -7.4287e+005   5.1892e+005  -4.9919e+005
11   363    3.7222   8.0424e+004   5.0000e+004   5.0000e+004   9.6279e+005   5.0901e+005   0.0000e+000   1.0533e+006  -6.9746e+005   4.5596e+005  -4.8654e+005
11   364    3.7222   8.0424e+004   5.0000e+004   5.0000e+004   9.6279e+005   5.0901e+005   0.0000e+000   1.0533e+006  -6.9746e+005   4.5596e+005  -4.8654e+005
11   365    3.7222   8.0424e+004   5.0000e+004   5.0000e+004   9.6279e+005   5.0901e+005   0.0000e+000   1.0533e+006  -6.9746e+005   4.5596e+005  -4.8654e+005
11   366    3.7222   8.0424e+004   5.0000e+004   5.0000e+004   9.6279e+005   5.0901e+005   0.0000e+000   1.0533e+006  -6.9746e+005   4.5596e+005  -4.8654e+005
11   367    3.7051   9.0654e+004   5.0000e+004   5.0000e+004   9.0167e+005   5.6605e+005   0.0000e+000   9.4074e+005  -6.6237e+005   4.4725e+005  -4.7631e+005
11   368    3.7051   9.0654e+004   5.0000e+004   5.0000e+004   9.0167e+005   5.6605e+005   0.0000e+000   9.4074e+005  -6.6237e+005   4.4725e+005  -4.7631e+005
11   369    3.7051   9.0654e+004   5.0000e+004   5.0000e+004   9.0167e+005   5.6605e+005   0.0000e+000   9.4074e+005  -6.6237e+005   4.4725e+005  -4.7631e+005
11   370    3.7051   9.0654e+004   5.0000e+004   5.0000e+004   9.0167e+005   5.6605e+005   0.0000e+000   9.4074e+005  -6.6237e+005   4.4725e+005  -4.7631e+005
11   371    3.7051   9.0654e+004   5.0000e+004   5.0000e+004   9.0167e+005   5.6605e+005   0.0000e+000   9.4074e+005  -6.6237e+005   4.4725e+005  -4.7631e+005
11   372    3.7051   9.0654e+004   5.0000e+004   5.0000e+004   9.0167e+005   5.6605e+005   0.0000e+000   9.4074e+005  -6.6237e+005   4.4725e+005  -4.7631e+005
11   373    3.7051   9.0654e+004   5.0000e+004   5.0000e+004   9.0167e+005   5.6605e+005   0.0000e+000   9.4074e+005  -6.6237e+005   4.4725e+005  -4.7631e+005
11   374    3.7051   9.0654e+004   5.0000e+004   5.0000e+004   9.0167e+005   5.6605e+005   0.0000e+000   9.4074e+005  -6.6237e+005   4.4725e+005  -4.7631e+005
11   375    3.7051   9.0654e+004   5.0000e+004   5.0000e+004   9.0167e+005   5.6605e+005   0.0000e+000   9.4074e+005  -6.6237e+005   4.4725e+005  -4.7631e+005
11   376    3.7051   9.0654e+004   5.0000e+004   5.0000e+004   9.0167e+005   5.6605e+005   0.0000e+000   9.4074e+005  -6.6237e+005   4.4725e+005  -4.7631e+005
11   377    3.7051   9.0654e+004   5.0000e+004   5.0000e+004   9.0167e+005   5.6605e+005   0.0000e+000   9.4074e+005  -6.6237e+005   4.4725e+005  -4.7631e+005
11   378    3.7051   9.0654e+004   5.0000e+004   5.0000e+004   9.0167e+005   5.6605e+005   0.0000e+000   9.4074e+005  -6.6237e+005   4.4725e+005  -4.7631e+005
11   379    3.7051   9.0654e+004   5.0000e+004   5.0000e+004   9.0167e+005   5.6605e+005   0.0000e+000   9.4074e+005  -6.6237e+005   4.4725e+005  -4.7631e+005
11   380    3.7051   9.0654e+004   5.0000e+004   5.0000e+004   9.0167e+005   5.6605e+005   0.0000e+000   9.4074e+005  -6.6237e+005   4.4725e+005  -4.7631e+005
11   381    3.7051   9.0654e+004   5.0000e+004   5.0000e+004   9.0167e+005   5.6605e+005   0.0000e+000   9.4074e+005  -6.6237e+005   4.4725e+005  -4.7631e+005
11   382    3.7051   9.0654e+004   5.0000e+004   5.0000e+004   9.0167e+005   5.6605e+005   0.0000e+000   9.4074e+005  -6.6237e+005   4.4725e+005  -4.7631e+005
11   383    3.7051   9.0654e+004   5.0000e+004   5.0000e+004   9.0167e+005   5.6605e+005   0.0000e+000   9.4074e+005  -6.6237e+005   4.4725e+005  -4.7631e+005
11   384    3.7051   9.0654e+004   5.0000e+004   5.0000e+004   9.0167e+005   5.6605e+005   0.0000e+000   9.4074e+005  -6.6237e+005   4.4725e+005  -4.7631e+005
11   385    3.7051   9.0654e+004   5.0000e+004   5.0000e+004   9.0167e+005   5.6605e+005   0.0000e+000   9.4074e+005  -6.6237e+005   4.4725e+005  -4.7631e+005
11   386    3.7051   9.0654e+004   5.0000e+004   5.0000e+004   9.0167e+005   5.6605e+005   0.0000e+000   9.4074e+005  -6.6237e+005   4.4725e+005  -4.7631e+005
11   387    3.7051   9.0654e+004   5.0000e+004   5.0000e+004   9.0167e+005   5.6605e+005   0.0000e+000   9.4074e+005  -6.6237e+005   4.4725e+005  -4.7631e+005
11   388    3.7051   9.0654e+004   5.0000e+004   5.0000e+004   9.0167e+005   5.6605e+005   0.0000e+000   9.4074e+005  -6.6237e+005   4.4725e+005  -4.7631e+005
11   389    3.6968   9.5642e+004   5.0000e+004   5.0000e+004   8.7187e+005   5.9387e+005   0.0000e+000   8.8588e+005  -6.4527e+005   4.5025e+005  -4.7132e+005
11   390    3.6968   9.5642e+004   5.0000e+004   5.0000e+004   8.7187e+005   5.9387e+005   0.0000e+000   8.8588e+005  -6.4527e+005   4.5025e+005  -4.7132e+005
11   391    3.6968   9.5642e+004   5.0000e+004   5.0000e+004   8.7187e+005   5.9387e+005   0.0000e+000   8.8588e+005  -6.4527e+005   4.5025e+005  -4.7132e+005
11   392    3.6968   9.5642e+004   5.0000e+004   5.0000e+004   8.7187e+005   5.9387e+005   0.0000e+000   8.8588e+005  -6.4527e+005   4.5025e+005  -4.7132e+005
11   393    3.6968   9.5642e+004   5.0000e+004   5.0000e+004   8.7187e+005   5.9387e+005   0.0000e+000   8.8588e+005  -6.4527e+005   4.5025e+005  -4.7132e+005
11   394    3.6927   9.8071e+004   5.0000e+004   5.0000e+004   8.5735e+005   6.0742e+005   0.0000e+000   8.5915e+005  -6.3701e+005   4.5171e+005  -4.6889e+005
11   395    3.6927   9.8071e+004   5.0000e+004   5.0000e+004   8.5735e+005   6.0742e+005   0.0000e+000   8.5915e+005  -6.3701e+005   4.5171e+005  -4.6889e+005
11   396    3.6927   9.8071e+004   5.0000e+004   5.0000e+004   8.5735e+005   6.0742e+005   0.0000e+000   8.5915e+005  -6.3701e+005   4.5171e+005  -4.6889e+005
11   397    3.6927   9.8071e+004   5.0000e+004   5.0000e+004   8.5735e+005   6.0742e+005   0.0000e+000   8.5915e+005  -6.3701e+005   4.5171e+005  -4.6889e+005
11   398    3.6917   9.8664e+004   5.0000e+004   5.0000e+004   8.5380e+005   6.1072e+005   0.0000e+000   8.5263e+005  -6.3507e+005   4.5206e+005  -4.6830e+005
11   399    3.6917   9.8664e+004   5.0000e+004   5.0000e+004   8.5380e+005   6.1072e+005   0.0000e+000   8.5263e+005  -6.3507e+005   4.5206e+005  -4.6830e+005
11   400    3.6917   9.8664e+004   5.0000e+004   5.0000e+004   8.5380e+005   6.1072e+005   0.0000e+000   8.5263e+005  -6.3507e+005   4.5206e+005  -4.6830e+005
11   401    3.6917   9.8664e+004   5.0000e+004   5.0000e+004   8.5380e+005   6.1072e+005   0.0000e+000   8.5263e+005  -6.3507e+005   4.5206e+005  -4.6830e+005
11   402    3.6917   9.8664e+004   5.0000e+004   5.0000e+004   8.5380e+005   6.1072e+005   0.0000e+000   8.5263e+005  -6.3507e+005   4.5206e+005  -4.6830e+005
11   403    3.6917   9.8664e+004   5.0000e+004   5.0000e+004   8.5380e+005   6.1072e+005   0.0000e+000   8.5263e+005  -6.3507e+005   4.5206e+005  -4.6830e+005
11   404    3.6917   9.8664e+004   5.0000e+004   5.0000e+004   8.5380e+005   6.1072e+005   0.0000e+000   8.5263e+005  -6.3507e+005   4.5206e+005  -4.6830e+005
11   405    3.6916   9.8701e+004   5.0000e+004   5.0000e+004   8.5358e+005   6.1093e+005   0.0000e+000   8.5223e+005  -6.3495e+005   4.5209e+005  -4.6826e+005
11   406    3.6916   9.8701e+004   5.0000e+004   5.0000e+004   8.5358e+005   6.1093e+005   0.0000e+000   8.5223e+005  -6.3495e+005   4.5209e+005  -4.6826e+005
11   407    3.6916   9.8716e+004   5.0000e+004   5.0000e+004   8.5349e+005   6.1101e+005   0.0000e+000   8.5206e+005  -6.3490e+005   4.5210e+005  -4.6824e+005
11   408    3.6916   9.8716e+004   5.0000e+004   5.0000e+004   8.5349e+005   6.1101e+005   0.0000e+000   8.5206e+005  -6.3490e+005   4.5210e+005  -4.6824e+005
11   409    3.6916   9.8716e+004   5.0000e+004   5.0000e+004   8.5349e+005   6.1101e+005   0.0000e+000   8.5206e+005  -6.3490e+005   4.5210e+005  -4.6824e+005
11   410    3.6916   9.8716e+004   5.0000e+004   5.0000e+004   8.5349e+005   6.1101e+005   0.0000e+000   8.5206e+005  -6.3490e+005   4.5210e+005  -4.6824e+005
11   411    3.6916   9.8719e+004   5.0000e+004   5.0000e+004   8.5348e+005   6.1103e+005   0.0000e+000   8.5203e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   412    3.6916   9.8719e+004   5.0000e+004   5.0000e+004   8.5348e+005   6.1103e+005   0.0000e+000   8.5203e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   413    3.6916   9.8719e+004   5.0000e+004   5.0000e+004   8.5348e+005   6.1103e+005   0.0000e+000   8.5203e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   414    3.6916   9.8719e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   415    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   416    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   417    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   418    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   419    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   420    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   421    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   422    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   423    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   424    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   425    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   426    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   427    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   428    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   429    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   430    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   431    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   432    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   433    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   434    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   435    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   436    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   437    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   438    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   439    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   440    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
11   441    3.6916   9.8720e+004   5.0000e+004   5.0000e+004   8.5347e+005   6.1103e+005   0.0000e+000   8.5202e+005  -6.3489e+005   4.5210e+005  -4.6824e+005
